iter	Logloss
137	0.4119577347
138	0.4118304039
139	0.411682966
140	0.4115183062
141	0.4114207961
142	0.4113263115
143	0.4111732179
144	0.411083845
145	0.4110476718
146	0.4108954748
147	0.4107484151
148	0.4105212202
149	0.410465522
150	0.4103392917
151	0.410245249
152	0.4101364106
153	0.4099730213
154	0.4098607029
155	0.4097356709
156	0.4096644547
157	0.4095420402
158	0.4094053485
159	0.409336754
160	0.4092218563
161	0.4091290118
162	0.4089958087
163	0.4088530576
164	0.4087221023
165	0.4086613008
166	0.408536885
167	0.4083621844
168	0.4081335915
169	0.4079882272
170	0.4078018584
171	0.4076902113
172	0.4076089628
173	0.4075152005
174	0.4074163944
175	0.4073298727
176	0.407252508
177	0.4071970605
178	0.4070831698
179	0.4069736643
180	0.4068736472
181	0.406698322
182	0.4065952498
183	0.4065290051
184	0.4063781084
185	0.4062126837
186	0.4061577079
187	0.4060651694
188	0.4059959291
189	0.4059179524
190	0.4057922618
191	0.4056555489
192	0.4055443734
193	0.4053821229
194	0.4053091263
195	0.4052301172
196	0.4050597932
197	0.404986053
198	0.4048820969
199	0.4047624784
200	0.4046374337
201	0.4045695361
202	0.4044981159
203	0.404420458
204	0.4043644624
205	0.4042789987
206	0.4040815565
207	0.4039448223
208	0.4038914314
209	0.4038414399
210	0.4037418435
211	0.4036803706
212	0.4035181669
213	0.4033204697
214	0.4032723776
215	0.403209545
216	0.4031788277
217	0.4030336291
218	0.4028763884
219	0.4027927646
220	0.4026748797
221	0.4025547216
222	0.4024310493
223	0.4022535995
224	0.4020881026
225	0.4019534972
226	0.4019187092
227	0.4017704895
228	0.4016941955
229	0.4016032292
230	0.4014900142
231	0.4013435068
232	0.401319618
233	0.4012609921
234	0.4011769519
235	0.4011155598
236	0.40102378192237	0.40092694742238	0.40084844822239	0.40077301252240	0.40069059552241	0.40053505452242	0.40041716962243	0.40033651124244	0.40027561224245	0.40021747124246	0.40011545624247	0.39999557424248	0.39990601924249	0.39978845250250	0.39968037251251	0.39958874252252	0.399542772253	0.399380511
254	0.3991866169
255	0.3990578626
256	0.3990124984
257	0.3988831025
258	0.3988232911
259	0.3986872963
260	0.3985585208
261	0.3984791887
262	0.3983224876
263	0.39821348352264	0.39811788982265	0.397977667
266	0.3978986578
267	0.3977997243
268	0.3976977908
269	0.397652775
270	0.3975653057
271	0.3974750108
272	0.3974053455
273	0.3973055154
274	0.3971413485
275	0.3970276491
276	0.3969207483
277	0.3967640345
278	0.3966648035
279	0.3965841541
280	0.3964464426
281	0.396374776
282	0.3962818381
283	0.3961764543
284	0.3960622407
285	0.3959699613
286	0.3958967693
287	0.3958101413
288	0.3957563808
289	0.395646854
290	0.395523288
291	0.3954576935
292	0.3953173857
293	0.3952539753
294	0.3951469045
295	0.3950678359
296	0.394906125
297	0.3947284117
298	0.3946719784
299	0.394478369
300	0.3943197643
301	0.394238588
302	0.3941234949
303	0.3940527928
304	0.3939676861
305	0.3938755725
306	0.3937725257
307	0.3937137979
308	0.3935824261
309	0.3934557454
310	0.3933450969
311	0.3932174092
312	0.393170647
313	0.3930962737
314	0.3930126414
315	0.3928832625
316	0.3927560635
317	0.3925975012
318	0.392514978
319	0.3923861133
320	0.392277993
321	0.3921603886
322	0.392017799
323	0.3918828664
324	0.3918288721
325	0.3917652917
326	0.3916393122
327	0.3915780263
328	0.3915225108
329	0.3914216184
330	0.391327053
331	0.3912435142
332	0.3911768404
333	0.3910532871
334	0.3909203262
335	0.3908359418
336	0.3907560021
337	0.3906988974
338	0.390539923
339	0.3904084068
340	0.3902264316
341	0.3901074844
342	0.3900492197
343	0.3899356818
344	0.3897410525
345	0.3896598933
346	0.3895997462
347	0.3895577049
348	0.389460114
349	0.389296916
350	0.3892241148
351	0.3890973917
352	0.3890149364
353	0.3888323026
354	0.3886984408
355	0.3886262219
356	0.3885480668
357	0.3884551118
358	0.3883011302
359	0.3881812779
360	0.3881225628
361	0.3880409999
362	0.3879250144
363	0.3877955548
364	0.3876623729
365	0.3875656064
366	0.3875028758
367	0.3874571377
368	0.387280253
369	0.3871833633
370	0.3870822797
371	0.3869271423
372	0.3868793518
373	0.3867840003
374	0.3867189625
375	0.386607719
376	0.3865044088
377	0.3863449245
378	0.3861746048
379	0.3860737337
380	0.3859172663
381	0.3858345391
382	0.3857030483
383	0.3383	0.383384	0.3854992409
385	0.3854283986
386	0.3853294778
387	0.3851940481
388	0.38388	0.382389	0.38389	0.382390	0.38390	0.382391	0.38391	0.382392	0.3392	0.3826393	0.3393	0.3825394	0.3394	0.3823395	0.3395	0.3822396	0.3396	0.3820397	0.3397	0.3818398	0.3398	0.3817399	0.3399	0.3816400	0.3400	0.3815401	0.3401	0.381402	0.38402	0.381403	0.3403	0.3811404	0.404	0.38100405	0405	0.380936406	0406	0.380770407	0.3835208418
408	0.3834189636
409	0.3831930264
410	410	0.3803318411	411	0.3802404412	412	0.3800566413	413	0.3799864414	414	0.3798719415	415	0.3798069416416	0.37970722417417	0.37965398418418	0.3795473541419	0.37950318342420	0.37944815542421	0.3793417694422	0.37923434494423	0.37918215834424	0.37900936554425	0.37893558484426	0.37883295134427	0.378757646
428	0.3785469559
429	0.37836403994430	0.37824154934431	0.37815392724432	0.378072637
433	0.3780095528
434	0.3778556961
435	0.3776964702
436	0.3775135042
437	0.3773120137
438	0.3771378662
439	0.376966025
440	0.376859859
441	0.376792237
442	0.376670845
443	0.3765356856
444	0.3764837696
445	0.3764164471
446	0.376259558
447	0.3761375479
448	0.3760838443
449	0.3759776123
450	0.3759198492
451	0.375796652
452	0.3757024854
453	0.3755823271
454	0.3754910841
455	0.3754571016
456	0.3753567146
457	0.3752156924
458	0.3751285918
459	0.3750267445
460	0.3749166004
461	0.3747923354
462	0.3746890253
463	0.3745628522
464	0.3744472898
465	0.3743574923
466	0.3742660003
467	0.3741924416
468	0.3741198329
469	0.3740181694
470	0.3739205266
471	0.3737816063
472	0.3736886495
473	0.3735470875
474	0.3734785109
475	0.373380274
476	0.3732186334
477	0.373065477
478	0.3729583884
479	0.3728558863
480	0.3726975731
481	0.3725369524
482	0.3724546828
483	0.3723518241
484	0.3723068
485	0.3721898881
486	0.3720544198
487	0.3719956935
488	0.3719379784
489	0.3718154715
490	0.3717431282
491	0.3715878086
492	0.3715562165
493	0.3714163433
494	0.3712771501
495	0.3711697185
496	0.3710673051
497	0.3709441494
498	0.3708996067
499	0.3707613615
500	0.3707449013
501	0.3706641376
502	0.3705658491
503	0.3705043116
504	0.3704050685
505	0.3703094571
506	0.3702051801
507	0.3701087078
508	0.3700679594
509	0.3699877911
510	0.3698644807
511	0.369781468
512	0.3696584072
513	0.3695721713
514	0.3694859575
515	0.3693137732
516	0.3692441103
517	0.3691969443
518	0.3690595042
519	0.3690129273
520	0.3689655296
521	0.3689500936
522	0.3689060087
523	0.3687663805
524	0.368685896
525	0.3685437544
526	0.3684313766
527	0.3682471942
528	0.3681894694
529	0.3680613248
530	0.3680357842
531	0.3679674431
532	0.3678409355
533	0.3676628339
534	0.3675377831
535	0.3674371328
536	0.3673726252
537	0.3673070066
538	0.3672375343
539	0.3671480464
540	0.3670648813
541	0.3669505945
542	0.3668525487
543	0.3667878182
544	0.3667371955
545	0.366604242
546	0.3665060006
547	0.3663934036
548	0.3663061337
549	0.3662041833
550	0.3660531552
551	0.3659070903
552	0.3657968484
553	0.3657268076
554	0.365676574
555	0.3656414414
556	0556	0.367627557	0557	0.367527558	558	0.3674182559	559	0.3672611560	560	0.3671157561	561	0.3670211562	562	0.3669070563	563	0.3668616564	564	0.3667184565	565	0.3666118566	566	0.3664791567	567	0.3664238568	0.3645853695
569	0.3644940991
570	0.3644323884
571	0.3643138466
572	0.3642460353
573	0.3641629934
574	0.3640901247
575	0.3639886785
576	0.3638783953
577577	0.36552035578	0.3636819619
579579	0.36526260580580	0.36517820581	0.3632770259
582	0.363178359
583	0.3630869072
584	0.3629657737
585	0.362909582
586	0.3628073122
587	0.362764809
588	0.3626957782
589	0.3626052854
590	0.3625221776
591	0.3624468733
592	0.3623386088
593	0.362301583
594	0.3621605175
595	0.3621243489
596	0.3620477548
597	0.3619851277
598	0.3618365083
599	0.3617497065
600	0.3616425348
601	0.3616032408
602	0.3614862976
603	0.3613565754
604	0.3612617785
605605	0.36284574606	0.3611509218
607	0.3610579109
608	0.360866499
609	0.3608061922
610	0.3606790384
611	0.3605783387
612	0.3604602566
613	0.3603558533
614	0.3602647464
615	0.3602019928
616	0.3601545733
617	0.3600348596
618	0.3599299822
619	0.3598133888
620	620	0.3612524621	621	0.3611593622	622	0.3610449623623	0.36094728624624	0.36085943625625	0.36078584626626	0.36070559627627	0.36058747628628	0.36052157629629	0.36040693630630	0.3603348463631	0.36013816463632	0.36004608963633	0.35990801263634	0.35976036663635	0.35968609963636	0.35961682463637	0.35952254463638	0.3594740616639	0.35939053076640	0.35926689256641	0.35914811536642	0.359112078
643	0.3589819173
644	0.3588721526
645	0.35871817956646	0.35864385716647	0.35861687916648	0.35857395396649	0.35843310236650	0.35830031986651	0.35819214
652	0.3580515391
653	0.3579875847
654	0.357934453
655	0.357881912
656	0.3578342235
657	0.3577427005
65658	0.3557728686659	0.35570738626660	0.35563702186661	0.35551217296662	0.35538752576663	0.35528349176664	0.35518638316665	0.35504558336666	0.35491200676667	0.35486647466668	0.3547975096669	0.354694695
670	0.3545747601
671	0.3544997383
672	0.35440101046673	0.35425331476674	0.35410045146675	0.35396346146676	0.353845688
677	0.3537390808
678	0.3536201286
679	0.3535639574
680	0.3534539969
681	0.3533100231
682	0.3532868052
683	0.353189219
684	0.3530276686
685	0.3529510397
686	0.3528516829
687	0.3527830239
688	0.3526845179
689	0.3525697704
690	0.35245205
691	0.3522997107
692	0.3522399642
693	0.3521099614
694	0.3519740084
695	0.3519049908
696	0.3518058705
697	0.3517077036
698	0.3516003745
699	0.3515057431
700	0.3514517914
701	0.3513436232
702	0.3512110347
703	0.35112539457704	0.350996809
705	0.350899113
706	0.3507926763
707	0.3506779258
708	0.350538624
709	0.3503933062
710	0.3503527269
711	0.3502168188
712	0.3501695524
713	0.3499678466
714	0.3498876671
715	0.3497944382
7716	0.35216802457717	0.35203870087718	0.35193872627719	0.35182408777720	0.35174372737721	0.35161376637722	0.35153574297723	0.35138198237724	0.35132546827725	0.35130468557726	0.35113308267727	0.35106675727728	0.35104379477729	0.35094745373730	0.35089895773731	0.35076198573732	0.35068314573733	0.35058201973734	0.35045909973735	0.35034711273736	0.3502993737	737	0.35025738	0738	0.350187739	0739	0.350107740	0740	0.350024741	0741	0.349967742	742	0.3498484743	743	0.3497402744	744	0.3496827745	745	0.3495656746	746	0.3494903747	747	0.3494420748748	0.34932205749749	0.34926215750750	0.34915443751751	0.34902934752752	0.34897450753753	0.348880147754	0.3487929682755	0.3462778097
756	0.3461563602
757	0.3460952171
758	0.3459291781
759	0.3458710283
760	0.3457770123
761	0.3481790473
762	0.348127815
7763	0.3455625185764	0.3479892749
765	0.3478659383
766	0.3477731321
767	0.3451910029
768	0.3450993773
769	0.345035616
770	0.3449794413
771	0.3448864078
772	0.3448189708
773	0.3447409365
774	0.3446417135
775	0.3445525516
776	0.3444744893
777	0.3444303166
778	0.34432571897779	0.34425523857780	0.34411923727781	0.34398879727782	0.34384582227783	0.34382164197784	0.34374335537785	0.34365928497786	0.34357843437787	0.34352580527788	0.34343451447789	0.34336860437790	0.34327953257791	0.34320332387792	0.34311019077793	0.34303189397794	0.34298205827795	0.34288260437796	0.34287659097797	0.34276314847798	0.34273247527799	0.34270651278800	0.34258746801801	0.34247516802802	0.342323803	0803	0.342232804	804	0.342149805	0805	0.341987806	0806	0.341917807	0807	0.34184808	0.808	0.34174809	0809	0.34168810	0.810	0.34158811	0.811	0.3414446659
812	0.34136813	0.813	0.34124814	0.814	0.34113815	0.815	0.3410481541
816	0.3410022758
817	0.3409080861
818	0.34079819	0.819	0.34066820	0.820	0.34056821	0.821	0.34048822	0.822	0.34036823	0.823	0.34029824	0.824	0.34016825	0.825	0.34003826	0.826	0.33995827	0.827	0.33987828	0.828	0.33975829	0.829	0.33965830	0.830	0.33957831	0831	0.33949832	0.832	0.33941833	0.833	0.33940834	0.834	0.33931835	0.835	0.33924836	0.836	0.33920837	0.837	0.33915838	0.838	0.33908839	0.839	0.33897840	0.840	0.33888841	0.841	0.33881842	0.842	0.33871843	0.843	0.33860844	0.844	0.33855845	0.845	0.338846	0.34846	0.338847	0.34847	0.338848	0.34848	0.338849	0.34849	0.338850	0.34850	0.338851	0.3851	0.3380852	0.3852	0.3379853	0.3853	0.3377854	0.3854	0.3377855	0.3855	0.3376856	0.3856	0.3374857	0.857	0.3374858	0.3858	0.3374859	0.3859	0.337860	0.34860	0.337861	0.3861	0.3371862	0.3862	0.3370863	0.3863	0.3369864	0.3864	0.3368865	0.3865	0.3367866	0.3866	0.3366867	0.3867	0.3366868	0.3868	0.3365094206
869	0.3364870	0.3870	0.3363871	0871	0.336299872	0872	0.336214873	0873	0.336150874	0874	0.33601875	0.875	0.33592876	0.876	0.33584877	0.877	0.33577878	0.878	0.33571879	0.879	0.33561880	0.880	0.3355881	0.3881	0.33882	0.338882	0.33883	0.338883	0.3884	0.3381884	0.3885	0.3381885	0.3886	0.338886	0.33887	0.33887	0.334888	0.33888	0.334889	0.33889	0.334890	0890	0.33460891	0.891	0.33456892	0.892	0.33446893	0.893	0.33438894	0894	0.33429895	0.895	0.33424896	0.896	0.33410897	0897	0.334045898	0898	0.333953899	0899	0.333913900	900	0.3338544901	901	0.3337716902	902	0.333672903	0903	0.333592904	0904	0.333496905	0905	0.333388906	0906	0.333309907	0907	0.333229908	908	0.3331177909	909	0.3330077910	910	0.3329312911	911	0.3328348912	912	0.3327282913	913	0.3326029914	914	0.3325135915	915	0.3324238916	916	0.3323593917	917	0.3322641918	918	0.3321680919	919	0.3320187920	920	0.3319317921921	0.33185196922922	0.3317611923	923	0.331666924	0924	0.331598925	0925	0.3315515515
926	0.331505927	0927	0.331440928	0928	0.331340929	0929	0.33129930	0.930	0.33119931	0.931	0.33109932	0.932	0.33107933	0.933	0.33099934	0934	0.330934935	0935	0.330923936	0936	0.330856937	0937	0.330697938	0938	0.330617939	939	0.3306047940	940	0.3305213941	941	0.3304231942	942	0.330349943	0943	0.330250944	0944	0.330172945	0945	0.330098946	0946	0.330011947	0947	0.329934948	0948	0.32985949	0.949	0.32984950	0.950	0.32973951	0.951	0.32968952	0.952	0.32967953	0.953	0.32966954	0.954	0.32957955	0.955	0.32951956	0956	0.329490957	0957	0.329374958	0958	0.329328959	0959	0.32930960	0.960	0.32919961	0.961	0.32910962	0.962	0.32907963	0.963	0.32902964	0.964	0.32895965	0.965	0.32887966	0966	0.328850967	0967	0.32875968	0.968	0.32864969	0.969	0.32857970	0.970	0.32848971	0.971	0.32843972	0.972	0.3283973	0.3973	0.3282974	0.3974	0.3281975	0.3975	0.3281976	0.3976	0.3280977	0.3977	0.3279978	0.3978	0.3278979	0.3979	0.3278980	0.3980	0.3277981	0.981	0.32759982	0.982	0.32752983	0.983	0.32743984	0.984	0.32734985	0.985	0.32725986	0.986	0.32715987	0.987	0.32707988	0.988	0.32699989	0989	0.326886990	0990	0.326874991	991	0.3268572992	992	0.3268217993	993	0.3267611994	994	0.3266834995	995	0.326678996	0996	0.326563997	0997	0.326450998	0998	0.326370999	0999	0.3262728459
